"Name";"Idx";"Razdel";"Kod";"Nomdescr";"global_id";
"Наименование";"Индекс";"Код раздела";"Код";"Описание";"global_id";
"Шарики, игольчатые ролики и ролики; части шариковых или роликовых подшипников";"C.28.15.31";"C";"28.15.31";"";"273506124";
"Шарики подшипников";"C.28.15.31.110";"C";"28.15.31.110";"";"273506125";
"Ролики и ролики игольчатые подшипников";"C.28.15.31.120";"C";"28.15.31.120";"";"273506126";
"Детали шариковых или роликовых подшипников";"C.28.15.31.130";"C";"28.15.31.130";"";"273506127";
"Части шарнирных цепей из черных металлов";"C.28.15.32";"C";"28.15.32";"";"273506128";
"Части шарнирных цепей из черных металлов";"C.28.15.32.000";"C";"28.15.32.000";"";"273506129";
"Части подшипников и элементов приводов, не включенные в другие группировки";"C.28.15.39";"C";"28.15.39";"";"273506130";
"Детали подшипников, не включенные в другие группировки";"C.28.15.39.110";"C";"28.15.39.110";"";"273506131";
"Детали приводных элементов, не включенные в другие группировки";"C.28.15.39.120";"C";"28.15.39.120";"";"273506132";
"Услуги по производству подшипников, шестерен, передач зубчатых и элементов приводных отдельные, выполняемые субподрядчиком";"C.28.15.9";"C";"28.15.9";"";"273506133";
"Услуги по производству подшипников, шестерен, передач зубчатых и элементов приводных отдельные, выполняемые субподрядчиком";"C.28.15.99";"C";"28.15.99";"";"273506134";
"Услуги по производству подшипников, шестерен, передач зубчатых и элементов приводных отдельные, выполняемые субподрядчиком";"C.28.15.99.000";"C";"28.15.99.000";"";"273506135";
"Машины и оборудование общего назначения прочие";"C.28.2";"C";"28.2";"";"273506136";
"Камеры, печи и печные горелки";"C.28.21";"C";"28.21";"";"273506137";
"Камеры и печные горелки, и их части";"C.28.21.1";"C";"28.21.1";"";"273506138";
"Горелки печные; механические топки и колосниковые решетки; механические золоудалители и аналогичные устройства";"C.28.21.11";"C";"28.21.11";"";"273506139";
"Горелки печные";"C.28.21.11.110";"C";"28.21.11.110";"";"273506140";
"Горелки газовые";"C.28.21.11.111";"C";"28.21.11.111";"";"273506141";
"Горелки жидкотопливные";"C.28.21.11.112";"C";"28.21.11.112";"";"273506142";
"Горелки комбинированные";"C.28.21.11.113";"C";"28.21.11.113";"";"273506143";
"Топки механические";"C.28.21.11.120";"C";"28.21.11.120";"";"273506144";
"Решетки колосниковые";"C.28.21.11.130";"C";"28.21.11.130";"";"273506145";
"Золоудалители механические и аналогичные устройства";"C.28.21.11.140";"C";"28.21.11.140";"";"273506146";
"Печи и камеры промышленные или лабораторные неэлектрические, включая мусоросжигательные печи, кроме хлебопекарных печей";"C.28.21.12";"C";"28.21.12";"";"273506147";
"Печи и камеры промышленные или лабораторные неэлектрические, включая мусоросжигательные печи, кроме хлебопекарных печей";"C.28.21.12.000";"C";"28.21.12.000";"";"273506148";
"Печи и камеры промышленные или лабораторные электрические; индукционное или диэлектрическое нагревательное оборудование";"C.28.21.13";"C";"28.21.13";"";"273506149";
"Печи и камеры промышленные или лабораторные электрические";"C.28.21.13.110";"C";"28.21.13.110";"";"273506150";
"Электропечи сопротивления";"C.28.21.13.111";"C";"28.21.13.111";"";"273506151";
"Электропечи дуговые прямого нагрева";"C.28.21.13.112";"C";"28.21.13.112";"";"273506152";
"Электропечи дуговые рудно-термические";"C.28.21.13.113";"C";"28.21.13.113";"";"273506153";
"Электропечи плазменные";"C.28.21.13.114";"C";"28.21.13.114";"";"273506154";
"Электропечи электронно-лучевые";"C.28.21.13.115";"C";"28.21.13.115";"";"273506155";
"Печи электрошлакового переплава";"C.28.21.13.116";"C";"28.21.13.116";"";"273506156";
"Электропечи индукционные плавильные";"C.28.21.13.117";"C";"28.21.13.117";"";"273506157";
"Электропечи и камеры промышленные или лабораторные прочие, не включенные в другие группировки";"C.28.21.13.119";"C";"28.21.13.119";"";"273506158";
"Оборудование индукционное или диэлектрическое нагревательное";"C.28.21.13.120";"C";"28.21.13.120";"";"273506159";
"Оборудование индукционного электронагрева";"C.28.21.13.121";"C";"28.21.13.121";"";"273506160";
"Оборудование прямого нагрева сопротивлением";"C.28.21.13.122";"C";"28.21.13.122";"";"273506161";
"Оборудование косвенного нагрева сопротивлением";"C.28.21.13.123";"C";"28.21.13.123";"";"273506162";
"Оборудование инфракрасного нагрева";"C.28.21.13.124";"C";"28.21.13.124";"";"273506163";
"Оборудование диэлектрического нагрева";"C.28.21.13.125";"C";"28.21.13.125";"";"273506164";
"Оборудование сверхвысокочастотное";"C.28.21.13.126";"C";"28.21.13.126";"";"273506165";
"Оборудование лазерное промышленное";"C.28.21.13.127";"C";"28.21.13.127";"";"273506166";
"Оборудование электротермической обработки поверхности";"C.28.21.13.128";"C";"28.21.13.128";"";"273506167";
"Оборудование индукционное или диэлектрическое нагревательное прочее, не включенное в другие группировки";"C.28.21.13.129";"C";"28.21.13.129";"";"273506168";
"Части печных горелок, печей и камер";"C.28.21.14";"C";"28.21.14";"";"273506169";
"Части печных горелок";"C.28.21.14.110";"C";"28.21.14.110";"";"273506170";
"Части неэлектрических промышленных или лабораторных печей и камер";"C.28.21.14.120";"C";"28.21.14.120";"";"273506171";
"Части электрических промышленных или лабораторных печей и камер";"C.28.21.14.130";"C";"28.21.14.130";"";"273506172";
"Услуги по производству камер, печей и печных горелок отдельные, выполняемые субподрядчиком";"C.28.21.9";"C";"28.21.9";"";"273506173";
"Услуги по производству камер, печей и печных горелок отдельные, выполняемые субподрядчиком";"C.28.21.99";"C";"28.21.99";"";"273506174";
"Услуги по производству камер, печей и печных горелок отдельные, выполняемые субподрядчиком";"C.28.21.99.000";"C";"28.21.99.000";"";"273506175";
"Оборудование подъемно-транспортное";"C.28.22";"C";"28.22";"";"273506176";
"Оборудование подъемно-транспортное и его части";"C.28.22.1";"C";"28.22.1";"";"273506177";
"Тали и подъемники, не включенные в другие группировки";"C.28.22.11";"C";"28.22.11";"";"273506178";
"Тали";"C.28.22.11.110";"C";"28.22.11.110";"";"273506179";
"Тали электрические канатные";"C.28.22.11.112";"C";"28.22.11.112";"";"273506180";
"Тали электрические цепные";"C.28.22.11.113";"C";"28.22.11.113";"";"273506181";
"Тали прочие, не включенные в другие группировки";"C.28.22.11.119";"C";"28.22.11.119";"";"273506182";
"Подъемники, не включенные в другие группировки";"C.28.22.11.190";"C";"28.22.11.190";"";"273506183";
"Лебедки шахтных подъемных установок надшахтного размещения; специальные лебедки для работы под землей; прочие лебедки, кабестаны";"C.28.22.12";"C";"28.22.12";"";"273506184";
"Лебедки шахтных подъемных установок надшахтного размещения";"C.28.22.12.110";"C";"28.22.12.110";"";"273506185";
"Лебедки специальные для работы под землей";"C.28.22.12.120";"C";"28.22.12.120";"";"273506186";
"Кабестаны";"C.28.22.12.140";"C";"28.22.12.140";"";"273506187";
"Лебедки прочие";"C.28.22.12.190";"C";"28.22.12.190";"";"273506188";
"Домкраты; подъемные механизмы, используемые для подъема транспортных средств";"C.28.22.13";"C";"28.22.13";"";"273506189";
"Домкраты";"C.28.22.13.110";"C";"28.22.13.110";"";"273506190";
"Домкраты гидравлические";"C.28.22.13.111";"C";"28.22.13.111";"";"273506191";
"Домкраты прочие";"C.28.22.13.119";"C";"28.22.13.119";"";"273506192";
"Механизмы подъемные, используемые для подъема транспортных средств";"C.28.22.13.120";"C";"28.22.13.120";"";"273506193";
"Деррик-краны; подъемные краны; подвижные подъемные фермы, портальные краны, самоходные или несамоходные машины, оснащенные подъемным краном";"C.28.22.14";"C";"28.22.14";"";"273506194";
"Деррик-краны";"C.28.22.14.110";"C";"28.22.14.110";"";"273506195";
"Краны грузоподъемные";"C.28.22.14.120";"C";"28.22.14.120";"";"273506196";
"Краны козловые и полукозловые электрические";"C.28.22.14.122";"C";"28.22.14.122";"";"273506197";
"Краны консольные";"C.28.22.14.123";"C";"28.22.14.123";"";"273506198";
"Краны грузоподъемные стрелкового типа";"C.28.22.14.125";"C";"28.22.14.125";"";"273506199";
"Краны башенные строительные";"C.28.22.14.126";"C";"28.22.14.126";"";"273506200";
"Краны грузоподъемные прочие";"C.28.22.14.129";"C";"28.22.14.129";"";"273506201";
"Фермы подвижные подъемные";"C.28.22.14.130";"C";"28.22.14.130";"";"273506202";
"Краны портальные";"C.28.22.14.140";"C";"28.22.14.140";"";"273506203";
"Машины самоходные и тележки, оснащенные подъемным краном";"C.28.22.14.150";"C";"28.22.14.150";"";"273506204";
"Краны на гусеничном ходу";"C.28.22.14.151";"C";"28.22.14.151";"";"273506205";
"Краны на железнодорожном ходу";"C.28.22.14.152";"C";"28.22.14.152";"";"273506206";
"Машины самоходные и тележки, оснащенные подъемным краном, прочие, не включенные в другие группировки";"C.28.22.14.159";"C";"28.22.14.159";"";"273506207";
"Краны-штабелеры";"C.28.22.14.160";"C";"28.22.14.160";"";"273506208";
"Краны-штабелеры электрические мостовые";"C.28.22.14.161";"C";"28.22.14.161";"";"273506209";
"Краны-штабелеры электрические стеллажные";"C.28.22.14.162";"C";"28.22.14.162";"";"273506210";
"Краны-штабелеры прочие";"C.28.22.14.169";"C";"28.22.14.169";"";"273506211";
"Автопогрузчики с вилочным захватом, прочие погрузчики; тягачи, используемые на платформах железнодорожных станций";"C.28.22.15";"C";"28.22.15";"";"273506212";
"Автопогрузчики с вилочным захватом";"C.28.22.15.110";"C";"28.22.15.110";"";"273506213";
"Погрузчики прочие";"C.28.22.15.120";"C";"28.22.15.120";"";"273506214";
"Тягачи, используемые на платформах железнодорожных станций";"C.28.22.15.130";"C";"28.22.15.130";"";"273506215";
"Лифты, скиповые подъемники, эскалаторы и движущиеся пешеходные дорожки";"C.28.22.16";"C";"28.22.16";"";"273506216";
"Лифты пассажирские";"C.28.22.16.111";"C";"28.22.16.111";"";"273506217";
"Лифты грузовые";"C.28.22.16.112";"C";"28.22.16.112";"";"273506218";
"Подъемники скиповые";"C.28.22.16.120";"C";"28.22.16.120";"";"273506219";
"Эскалаторы";"C.28.22.16.130";"C";"28.22.16.130";"";"273506220";
"Дорожки движущиеся пешеходные";"C.28.22.16.140";"C";"28.22.16.140";"";"273506221";
"Подъемники и конвейеры пневматические и прочие непрерывного действия для товаров или материалов";"C.28.22.17";"C";"28.22.17";"";"273506222";
"Конвейеры";"C.28.22.17.110";"C";"28.22.17.110";"";"273506223";
"Конвейеры ленточные";"C.28.22.17.111";"C";"28.22.17.111";"";"273506224";
"Конвейеры скребковые";"C.28.22.17.112";"C";"28.22.17.112";"";"273506225";
"Конвейеры пластинчатые";"C.28.22.17.113";"C";"28.22.17.113";"";"273506226";
"Конвейеры вибрационные";"C.28.22.17.114";"C";"28.22.17.114";"";"273506227";
"Конвейеры роликовые";"C.28.22.17.115";"C";"28.22.17.115";"";"273506228";
"Конвейеры винтовые";"C.28.22.17.116";"C";"28.22.17.116";"";"273506229";
"Конвейеры литейные";"C.28.22.17.117";"C";"28.22.17.117";"";"273506230";
"Конвейеры прочие, не включенные в другие группировки";"C.28.22.17.119";"C";"28.22.17.119";"";"273506231";
"Элеваторы";"C.28.22.17.120";"C";"28.22.17.120";"";"273506232";
"Элеваторы ковшовые";"C.28.22.17.121";"C";"28.22.17.121";"";"273506233";
"Элеваторы специальные";"C.28.22.17.122";"C";"28.22.17.122";"";"273506234";
"Подъемники и конвейеры пневматические и прочие непрерывного действия для товаров или материалов, не включенные в другие группировки";"C.28.22.17.190";"C";"28.22.17.190";"";"273506235";
"Оборудование грузоподъемное, транспортирующее и погрузочно-разгрузочное прочее";"C.28.22.18";"C";"28.22.18";"";"273506236";
"Машины погрузочно-разгрузочные автоматические для транспортирования, загрузки и складирования полупроводниковых пластин, кассет полупроводниковых пластин и других материалов для полупроводниковых приборов";"C.28.22.18.110";"C";"28.22.18.110";"";"273506237";
"Толкатели шахтных вагонеток";"C.28.22.18.120";"C";"28.22.18.120";"";"273506238";
"Механизмы для перемещения локомотивов или вагонов";"C.28.22.18.130";"C";"28.22.18.130";"";"273506239";
"Вагоноопрокидыватели и аналогичное оборудование для манипулирования железнодорожными вагонами";"C.28.22.18.140";"C";"28.22.18.140";"";"273506240";
"Дороги канатные пассажирские и грузовые";"C.28.22.18.150";"C";"28.22.18.150";"";"273506241";
"Подъемники лыжные";"C.28.22.18.160";"C";"28.22.18.160";"";"273506242";
"Механизмы тяговые для фуникулеров";"C.28.22.18.170";"C";"28.22.18.170";"";"273506243";
"Оборудование погрузочно-разгрузочное для прокатных станов, не включенное в другие группировки";"C.28.22.18.180";"C";"28.22.18.180";"";"273506244";
"Опрокидыватели и манипуляторы для слитков, шаров, брусов и слябов";"C.28.22.18.182";"C";"28.22.18.182";"";"273506245";
"Устройства загрузочные, специально разработанные для использования в сельском хозяйстве, навесные для сельскохозяйственных тракторов";"C.28.22.18.210";"C";"28.22.18.210";"";"273506246";
"Погрузчики сельскохозяйственные прочие, кроме универсальных и навесных";"C.28.22.18.220";"C";"28.22.18.220";"";"273506247";
"Погрузчики сельскохозяйственные специальные";"C.28.22.18.221";"C";"28.22.18.221";"";"273506248";
"Зернопогрузчики";"C.28.22.18.222";"C";"28.22.18.222";"";"273506249";
"Погрузчики сельскохозяйственные грейферные";"C.28.22.18.223";"C";"28.22.18.223";"";"273506250";
"Свеклопогрузчики";"C.28.22.18.224";"C";"28.22.18.224";"";"273506251";
"Бройлеры мясо-яичной породы";"A.01.47.11.620";"A";"01.47.11.620";"";"273506252";
"Куры для убоя";"A.01.47.11.700";"A";"01.47.11.700";"";"273506253";
"Индейки живые";"A.01.47.12";"A";"01.47.12";"";"273506254";
"Индейки живые взрослые";"A.01.47.12.110";"A";"01.47.12.110";"";"273506255";
"Молодняк индеек";"A.01.47.12.120";"A";"01.47.12.120";"";"273506256";
"Индюшата";"A.01.47.12.130";"A";"01.47.12.130";"";"273506257";
"Индейки для убоя";"A.01.47.12.140";"A";"01.47.12.140";"";"273506258";
"Гуси живые";"A.01.47.13";"A";"01.47.13";"";"273506259";
"Гуси живые взрослые";"A.01.47.13.110";"A";"01.47.13.110";"";"273506260";
"Молодняк гусей";"A.01.47.13.120";"A";"01.47.13.120";"";"273506261";
"Гусята";"A.01.47.13.130";"A";"01.47.13.130";"";"273506262";
"Гуси для убоя";"A.01.47.13.140";"A";"01.47.13.140";"";"273506263";
"Утки и цесарки живые";"A.01.47.14";"A";"01.47.14";"";"273506264";
"Утки живые";"A.01.47.14.100";"A";"01.47.14.100";"";"273506265";
"Утки живые взрослые";"A.01.47.14.110";"A";"01.47.14.110";"";"273506266";
"Молодняк уток";"A.01.47.14.120";"A";"01.47.14.120";"";"273506267";
"Утята";"A.01.47.14.130";"A";"01.47.14.130";"";"273506268";
"Утки для убоя";"A.01.47.14.140";"A";"01.47.14.140";"";"273506269";
"Цесарки живые";"A.01.47.14.200";"A";"01.47.14.200";"";"273506270";
"Цесарки живые взрослые";"A.01.47.14.210";"A";"01.47.14.210";"";"273506271";
"Молодняк цесарок";"A.01.47.14.220";"A";"01.47.14.220";"";"273506272";
"Цесарята";"A.01.47.14.230";"A";"01.47.14.230";"";"273506273";
"Цесарки для убоя";"A.01.47.14.240";"A";"01.47.14.240";"";"273506274";
"Яйца в скорлупе свежие";"A.01.47.2";"A";"01.47.2";"";"273506275";
"Яйца куриные в скорлупе свежие";"A.01.47.21";"A";"01.47.21";"";"273506276";
"Яйца куриные в скорлупе свежие";"A.01.47.21.000";"A";"01.47.21.000";"";"273506277";
"Яйца прочей домашней птицы в скорлупе свежие";"A.01.47.22";"A";"01.47.22";"";"273506278";
"Яйца гусей в скорлупе свежие";"A.01.47.22.110";"A";"01.47.22.110";"";"273506279";
"Яйца уток в скорлупе свежие";"A.01.47.22.120";"A";"01.47.22.120";"";"273506280";
"Яйца индеек в скорлупе свежие";"A.01.47.22.130";"A";"01.47.22.130";"";"273506281";
"Яйца цесарок в скорлупе свежие";"A.01.47.22.140";"A";"01.47.22.140";"";"273506282";
"Яйца перепелок в скорлупе свежие";"A.01.47.22.150";"A";"01.47.22.150";"";"273506283";
"Яйца прочей домашней птицы в скорлупе свежие, не включенные в другие группировки";"A.01.47.22.190";"A";"01.47.22.190";"";"273506284";
"Яйца инкубационные";"A.01.47.23";"A";"01.47.23";"";"273506285";
"Яйца инкубационные куриные";"A.01.47.23.110";"A";"01.47.23.110";"";"273506286";
"Яйца инкубационные кур мясных пород";"A.01.47.23.111";"A";"01.47.23.111";"";"273506287";
"Яйца инкубационные кур яичных пород";"A.01.47.23.112";"A";"01.47.23.112";"";"273506288";
"Яйца инкубационные гусей";"A.01.47.23.120";"A";"01.47.23.120";"";"273506289";
"Яйца инкубационные уток";"A.01.47.23.130";"A";"01.47.23.130";"";"273506290";
"Яйца инкубационные индеек";"A.01.47.23.140";"A";"01.47.23.140";"";"273506291";
"Яйца инкубационные цесарок";"A.01.47.23.150";"A";"01.47.23.150";"";"273506292";
"Яйца инкубационные перепелок";"A.01.47.23.160";"A";"01.47.23.160";"";"273506293";
"Яйца инкубационные прочей птицы, не включенные в другие группировки";"A.01.47.23.190";"A";"01.47.23.190";"";"273506294";
"Животные живые прочие и продукты животного происхождения";"A.01.49";"A";"01.49";"";"273506295";
"Животные живые прочие";"A.01.49.1";"A";"01.49.1";"";"273506296";
"Кролики домашние живые";"A.01.49.11";"A";"01.49.11";"";"273506297";
"Кролики взрослые домашние живые";"A.01.49.11.110";"A";"01.49.11.110";"";"273506298";
"Кролики взрослые - самцы";"A.01.49.11.111";"A";"01.49.11.111";"";"273506299";
"Кролики взрослые - самки (кроликоматки)";"A.01.49.11.112";"A";"01.49.11.112";"";"273506300";
"Молодняк кроликов";"A.01.49.11.120";"A";"01.49.11.120";"";"273506301";
"Кролики для убоя";"A.01.49.11.130";"A";"01.49.11.130";"";"273506302";
"Птицы живые, не включенные в другие группировки";"A.01.49.12";"A";"01.49.12";"";"273506303";
"Перепелки живые";"A.01.49.12.110";"A";"01.49.12.110";"";"273506304";
"Перепелки живые взрослые";"A.01.49.12.111";"A";"01.49.12.111";"";"273506305";
"Молодняк перепелок живой";"A.01.49.12.112";"A";"01.49.12.112";"";"273506306";
"Перепелята";"A.01.49.12.113";"A";"01.49.12.113";"";"273506307";
"Страусы живые";"A.01.49.12.120";"A";"01.49.12.120";"";"273506308";
"Страусы живые взрослые";"A.01.49.12.121";"A";"01.49.12.121";"";"273506309";
"Молодняк страусов";"A.01.49.12.122";"A";"01.49.12.122";"";"273506310";
"Фазаны живые";"A.01.49.12.130";"A";"01.49.12.130";"";"273506311";
"Фазаны взрослые живые";"A.01.49.12.131";"A";"01.49.12.131";"";"273506312";
"Молодняк фазанов";"A.01.49.12.132";"A";"01.49.12.132";"";"273506313";
"Птицы живые прочие, не включенные в другие группировки";"A.01.49.12.190";"A";"01.49.12.190";"";"273506314";
"Птицы хищные";"A.01.49.12.191";"A";"01.49.12.191";"";"273506315";
"Попугаеобразные, включая попугаев, попугаев длиннохвостых, ара и какаду";"A.01.49.12.192";"A";"01.49.12.192";"";"273506316";
"Чирки, турпаны, лебеди, павлины и аналогичные птицы";"A.01.49.12.193";"A";"01.49.12.193";"";"273506317";
"Голуби";"A.01.49.12.194";"A";"01.49.12.194";"";"273506318";
"Птицы дикие, отнесенные к объектам охоты как особо ценные";"A.01.49.12.195";"A";"01.49.12.195";"";"273506319";
"Птицы для убоя, не включенные в другие группировки";"A.01.49.12.196";"A";"01.49.12.196";"";"273506320";
"Птицы прочие, кроме используемых для научно-исследовательских целей, не включенные в другие группировки";"A.01.49.12.199";"A";"01.49.12.199";"";"273506321";
"Пресмыкающиеся, включая змей и черепах, живые";"A.01.49.13";"A";"01.49.13";"";"273506322";
"Пресмыкающиеся живые";"A.01.49.13.110";"A";"01.49.13.110";"";"273506323";
"Змеи и ящерицы";"A.01.49.13.120";"A";"01.49.13.120";"";"273506324";
"Черепахи морские, пресноводные и сухопутные";"A.01.49.13.130";"A";"01.49.13.130";"";"273506325";
"Пресмыкающиеся (рептилии), используемые для научно-исследовательских целей";"A.01.49.13.140";"A";"01.49.13.140";"";"273506326";
"Пресмыкающиеся живые прочие, не включенные в другие группировки";"A.01.49.13.190";"A";"01.49.13.190";"";"273506327";
"Животные живые прочие, не включенные в другие группировки";"A.01.49.19";"A";"01.49.19";"Эта группировка включает: - оленей; - пушных зверей, кроме кроликов; - кошек, собак и прочих домашних животных; - разнообразных сельскохозяйственных животных, не включенных в другие группировки";"273506328";
"Олени";"A.01.49.19.100";"A";"01.49.19.100";"";"273506329";
"Олени северные";"A.01.49.19.110";"A";"01.49.19.110";"";"273506330";
"Олени северные взрослые";"A.01.49.19.111";"A";"01.49.19.111";"";"273506331";
"Молодняк северных оленей";"A.01.49.19.112";"A";"01.49.19.112";"";"273506332";
"Телята северных оленей";"A.01.49.19.113";"A";"01.49.19.113";"";"273506333";
"Олени пятнистые, лани";"A.01.49.19.120";"A";"01.49.19.120";"";"273506334";
"Олени пятнистые, лани взрослые";"A.01.49.19.121";"A";"01.49.19.121";"";"273506335";
"Молодняк пятнистых оленей, ланей";"A.01.49.19.122";"A";"01.49.19.122";"";"273506336";
"Телята пятнистых оленей, ланей";"A.01.49.19.123";"A";"01.49.19.123";"";"273506337";
"Олени благородные (европейские, кавказские, маралы, изюбри)";"A.01.49.19.130";"A";"01.49.19.130";"";"273506338";
"Олени благородные взрослые";"A.01.49.19.131";"A";"01.49.19.131";"";"273506339";
"Молодняк благородных оленей";"A.01.49.19.132";"A";"01.49.19.132";"";"273506340";
"Телята благородных оленей";"A.01.49.19.133";"A";"01.49.19.133";"";"273506341";
"Панты северных оленей, пятнистых оленей, благородных оленей (европейских, кавказских, маралов, изюбрей), ланей";"A.01.49.19.140";"A";"01.49.19.140";"";"273506342";
"Олени для убоя";"A.01.49.19.150";"A";"01.49.19.150";"";"273506343";
"Виды оленей прочие";"A.01.49.19.190";"A";"01.49.19.190";"";"273506344";
"Звери пушные";"A.01.49.19.200";"A";"01.49.19.200";"";"273506345";
"Лисицы клеточного разведения";"A.01.49.19.210";"A";"01.49.19.210";"";"273506346";
"Лисицы взрослые клеточного разведения";"A.01.49.19.211";"A";"01.49.19.211";"";"273506347";
"Молодняк лисиц клеточного разведения";"A.01.49.19.212";"A";"01.49.19.212";"";"273506348";
"Песцы клеточного разведения";"A.01.49.19.220";"A";"01.49.19.220";"";"273506349";
"Песцы взрослые клеточного разведения";"A.01.49.19.221";"A";"01.49.19.221";"";"273506350";
"Молодняк песцов клеточного разведения";"A.01.49.19.222";"A";"01.49.19.222";"";"273506351";
"Норки клеточного разведения";"A.01.49.19.230";"A";"01.49.19.230";"";"273506352";
"Норки взрослые клеточного разведения";"A.01.49.19.231";"A";"01.49.19.231";"";"273506353";
"Молодняк норок клеточного разведения";"A.01.49.19.232";"A";"01.49.19.232";"";"273506354";
"Нутрии клеточного разведения";"A.01.49.19.240";"A";"01.49.19.240";"";"273506355";
"Нутрии взрослые клеточного разведения";"A.01.49.19.241";"A";"01.49.19.241";"";"273506356";
"Молодняк нутрий клеточного разведения";"A.01.49.19.242";"A";"01.49.19.242";"";"273506357";
"Соболи клеточного разведения";"A.01.49.19.250";"A";"01.49.19.250";"";"273506358";
"Молодняк соболей клеточного разведения";"A.01.49.19.252";"A";"01.49.19.252";"";"273506359";
"Бобры клеточного разведения";"A.01.49.19.260";"A";"01.49.19.260";"";"273506360";
"Бобры взрослые клеточного разведения";"A.01.49.19.261";"A";"01.49.19.261";"";"273506361";
"Молодняк бобров клеточного разведения";"A.01.49.19.262";"A";"01.49.19.262";"";"273506362";
"Ондатры клеточного разведения";"A.01.49.19.270";"A";"01.49.19.270";"";"273506363";
"Ондатры взрослые клеточного разведения";"A.01.49.19.271";"A";"01.49.19.271";"";"273506364";
"Молодняк ондатр клеточного разведения";"A.01.49.19.272";"A";"01.49.19.272";"";"273506365";
"Хори взрослые клеточного разведения";"A.01.49.19.281";"A";"01.49.19.281";"";"273506366";
"Молодняк хорей клеточного разведения";"A.01.49.19.282";"A";"01.49.19.282";"";"273506367";
"Звери пушные клеточного разведения прочие, не включенные в другие группировки";"A.01.49.19.290";"A";"01.49.19.290";"";"273506368";
"Молодняк прочих пушных зверей клеточного разведения";"A.01.49.19.292";"A";"01.49.19.292";"";"273506369";
"Животные живые для научно-исследовательских целей";"A.01.49.19.300";"A";"01.49.19.300";"";"273506370";
"Свинки морские лабораторные";"A.01.49.19.310";"A";"01.49.19.310";"";"273506371";
"Крысы лабораторные";"A.01.49.19.320";"A";"01.49.19.320";"";"273506372";
"Мыши лабораторные";"A.01.49.19.330";"A";"01.49.19.330";"";"273506373";
"Хомяки лабораторные";"A.01.49.19.340";"A";"01.49.19.340";"";"273506374";
"Приматы для научно-исследовательских целей";"A.01.49.19.350";"A";"01.49.19.350";"";"273506375";
"Птицы для научно-исследовательских целей";"A.01.49.19.360";"A";"01.49.19.360";"";"273506376";
"Млекопитающие и животные прочие, не включенные в другие группировки, кроме используемых для научно-исследовательских целей";"A.01.49.19.400";"A";"01.49.19.400";"";"273506377";
"Приматы, кроме используемых для научно-исследовательских целей";"A.01.49.19.410";"A";"01.49.19.410";"";"273506378";
"Млекопитающие морские (киты, дельфины, морские свиньи прочие)";"A.01.49.19.420";"A";"01.49.19.420";"";"273506379";
"Львы, тигры, слоны и прочие дикие животные";"A.01.49.19.430";"A";"01.49.19.430";"";"273506380";
"Собаки и кошки";"A.01.49.19.440";"A";"01.49.19.440";"";"273506381";
"Млекопитающие дикие, отнесенные к объектам охоты как особо ценные";"A.01.49.19.450";"A";"01.49.19.450";"";"273506382";
"Олени дикие (дикие северные олени, благородные олени, пятнистые олени), лани, косули, лоси, серны, кабаны, овцебыки, муфлоны, сайгаки, козлы горные, туры, бараны снежные, гибрид зубра с бизоном, домашним скотом";"A.01.49.19.451";"A";"01.49.19.451";"";"273506383";
"Волки, лисицы, корсаки, песцы, собаки енотовидные, медведи, рыси, росомахи";"A.01.49.19.452";"A";"01.49.19.452";"";"273506384";
"Норки, соболи, куницы, горностаи, колонки, кошки дикие, белки, зайцы";"A.01.49.19.461";"A";"01.49.19.461";"";"273506385";
"Барсуки, хори, сурки, выдры, бобры, ондатры";"A.01.49.19.462";"A";"01.49.19.462";"";"273506386";
"Звери пушные дикие прочие, отнесенные к объектам охоты как особо ценные, не включенные в другие группировки";"A.01.49.19.469";"A";"01.49.19.469";"Эта группировка включает: - животных, таких как шакал, ласка, солонгой, дикий кролик, суслики, кроты, бурундуки, летяга, хомяки, водяная полевка, а также млекопитающих, отнесенных к объектам охоты законами субъектов Российской Федерации";"273506387";
"Животные прочие, не включенные в другие группировки";"A.01.49.19.470";"A";"01.49.19.470";"";"273506388";
"Пчелы медоносные";"A.01.49.19.471";"A";"01.49.19.471";"";"273506389";
"Шелкопряд тутовый";"A.01.49.19.472";"A";"01.49.19.472";"";"273506390";
"Бабочки, жуки и прочие насекомые";"A.01.49.19.473";"A";"01.49.19.473";"";"273506391";
"Лягушки";"A.01.49.19.474";"A";"01.49.19.474";"";"273506392";
"Черви дождевые (калифорнийские)";"A.01.49.19.475";"A";"01.49.19.475";"";"273506393";
"Продукция животноводства прочая";"A.01.49.2";"A";"01.49.2";"";"273506394";
"Мед натуральный";"A.01.49.21";"A";"01.49.21";"";"273506395";
"Мед натуральный пчелиный";"A.01.49.21.110";"A";"01.49.21.110";"";"273506396";
"Молоко сырое, не включенное в другие группировки";"A.01.49.22";"A";"01.49.22";"";"273506397";
"Молоко сырое верблюжье";"A.01.49.22.110";"A";"01.49.22.110";"";"273506398";
"Молоко сырое кобылье";"A.01.49.22.120";"A";"01.49.22.120";"";"273506399";
"Молоко сырое прочих животных, не включенное в другие группировки";"A.01.49.22.190";"A";"01.49.22.190";"";"273506400";
"Улитки живые, свежие, охлажденные, мороженые, сушеные, соленые или в рассоле, кроме морских улиток";"A.01.49.23";"A";"01.49.23";"";"273506401";
