"Name";"Idx";"Razdel";"Kod";"Nomdescr";"global_id";
"Наименование";"Индекс";"Код раздела";"Код";"Описание";"global_id";
"Наборы конструкторские и игрушки для конструирования прочие";"C.32.40.20.130";"C";"32.40.20.130";"";"273518856";
"Наборы конструкторские и игрушки для конструирования деревянные прочие";"C.32.40.20.131";"C";"32.40.20.131";"";"273518858";
"Наборы конструкторские и игрушки для конструирования пластмассовые прочие";"C.32.40.20.132";"C";"32.40.20.132";"";"273518860";
"Наборы конструкторские и игрушки для конструирования металлические прочие";"C.32.40.20.133";"C";"32.40.20.133";"";"273518862";
"Наборы конструкторские и игрушки для конструирования из прочих материалов прочие, не включенные в другие группировки";"C.32.40.20.139";"C";"32.40.20.139";"";"273518864";
"Игрушки прочие, в том числе игрушечные музыкальные инструменты";"C.32.40.3";"C";"32.40.3";"";"273518866";
"Игрушки на колесах, предназначенные для катания детьми; коляски для кукол";"C.32.40.31";"C";"32.40.31";"";"273518868";
"Коляски для кукол";"C.32.40.31.110";"C";"32.40.31.110";"";"273518870";
"Игрушки на колесах, предназначенные для катания детей";"C.32.40.31.120";"C";"32.40.31.120";"";"273518872";
"Велосипеды детские трехколесные";"C.32.40.31.121";"C";"32.40.31.121";"";"273518874";
"Игрушки на колесах, предназначенные для катания детей, прочие";"C.32.40.31.129";"C";"32.40.31.129";"";"273518876";
"Головоломки";"C.32.40.32";"C";"32.40.32";"";"273518877";
"Головоломки деревянные";"C.32.40.32.110";"C";"32.40.32.110";"";"273518879";
"Головоломки прочие";"C.32.40.32.190";"C";"32.40.32.190";"";"273518881";
"Игры и игрушки, не включенные в другие группировки";"C.32.40.39";"C";"32.40.39";"";"273518883";
"Устройства и инструменты музыкальные игрушечные";"C.32.40.39.110";"C";"32.40.39.110";"";"273518884";
"Устройства и инструменты музыкальные игрушечные без механизмов";"C.32.40.39.111";"C";"32.40.39.111";"";"273518886";
"Устройства и инструменты музыкальные игрушечные механические (заводные, инерционные, пружинные, рычажные)";"C.32.40.39.112";"C";"32.40.39.112";"";"273518888";
"Устройства и инструменты музыкальные игрушечные электротехнические";"C.32.40.39.113";"C";"32.40.39.113";"";"273518890";
"Устройства и инструменты музыкальные игрушечные электромеханические (с микроэлектродвигателями)";"C.32.40.39.114";"C";"32.40.39.114";"";"273518892";
"Устройства и инструменты музыкальные игрушечные электронные";"C.32.40.39.115";"C";"32.40.39.115";"";"273518893";
"Игрушки в наборах или комплектах, не включенные в другие группировки";"C.32.40.39.120";"C";"32.40.39.120";"";"273518895";
"Наборы для проведения опытов по разным отраслям знаний без механизмов";"C.32.40.39.121";"C";"32.40.39.121";"";"273518897";
"Наборы для проведения опытов по разным отраслям знаний электротехнические";"C.32.40.39.122";"C";"32.40.39.122";"";"273518899";
"Наборы для проведения опытов по разным отраслям знаний электромеханические (с микроэлектродвигателями)";"C.32.40.39.123";"C";"32.40.39.123";"";"273518901";
"Наборы для проведения опытов по разным отраслям знаний электронные";"C.32.40.39.124";"C";"32.40.39.124";"";"273518902";
"Игрушки в наборах или комплектах прочие, не включенные в другие группировки";"C.32.40.39.129";"C";"32.40.39.129";"";"273518904";
"Игрушки и модели, имеющие встроенный двигатель, не включенные в другие группировки";"C.32.40.39.130";"C";"32.40.39.130";"";"273518906";
"Игрушки пластмассовые транспортные, технические (в том числе игрушечные сооружения) механические (заводные, инерционные, пружинные, рычажные), не включенные в другие группировки";"C.32.40.39.131";"C";"32.40.39.131";"";"273518908";
"Игрушки пластмассовые транспортные, технические (в том числе игрушечные сооружения) электромеханические (с микроэлектродвигателями), не включенные в другие группировки";"C.32.40.39.132";"C";"32.40.39.132";"";"273518910";
"Игрушки пластмассовые транспортные, технические (в том числе игрушечные сооружения) на основе тепловых машин, не включенные в другие группировки";"C.32.40.39.133";"C";"32.40.39.133";"";"273518911";
"Игрушки пластмассовые транспортные, технические (в том числе игрушечные сооружения) гидравлические, пневматические, аэродинамические, действующие от магнитов, не включенные в другие группировки";"C.32.40.39.134";"C";"32.40.39.134";"";"273518913";
"Игрушки пластмассовые транспортные, технические (в том числе игрушечные сооружения) с двигателями внутреннего сгорания, не включенные в другие группировки";"C.32.40.39.135";"C";"32.40.39.135";"";"273518914";
